Device,Time,Type,Longitude,Latitude,File,Bearing,Velocity,Distance,Temperature,Voltage
dev867648043599644,2023-03-21 08:40:27+00:00,gps,5.33446484375,60.3808925,_track.qo,351.6425,0.39080825,22.666878,19.375,4.4648438
dev867648043599644,2023-03-21 08:41:26+00:00,gps,5.33448828125,60.380907500000006,_track.qo,32.496593,0.035715334,2.1072047,19.375,4.4648438
dev867648043599644,2023-03-21 08:42:28+00:00,gps,5.3346757812500005,60.3810625,_track.qo,31.38682,0.32591808,20.20692,19.375,4.46875
dev867648043599644,2023-03-21 08:43:26+00:00,gps,5.33607421875,60.3812225,_track.qo,76.9303,1.3610429,78.94048,19.375,4.46875
dev867648043599644,2023-03-21 08:44:29+00:00,gps,5.33698828125,60.381512500000014,_track.qo,57.2381,0.94483423,59.524555,19.375,4.46875
dev867648043599644,2023-03-21 08:45:27+00:00,gps,5.33701171875,60.381527500000004,_track.qo,37.302353,0.038200952,2.2156553,18.1875,4.46875
dev867648043599644,2023-03-21 08:46:26+00:00,gps,5.33701171875,60.381527500000004,_track.qo,354.12137,0.0022735482,0.13413934,18.1875,4.46875
dev867648043599644,2023-03-21 08:47:28+00:00,gps,5.33701171875,60.381527500000004,_track.qo,66.45217,0.0010474604,0.064942546,18.1875,4.46875
dev867648043599644,2023-03-21 08:48:26+00:00,gps,5.33701171875,60.381527500000004,_track.qo,347.87274,0.000751684,0.043597672,18.1875,4.46875
dev867648043599644,2023-03-21 08:49:29+00:00,gps,5.33701171875,60.381527500000004,_track.qo,70.09575,0.0014688914,0.09254016,18.1875,4.46875
dev867648043599644,2023-03-21 08:50:28+00:00,gps,5.33701953125,60.381527500000004,_track.qo,90.89862,0.0020028437,0.11816777,17.875,4.46875
dev867648043599644,2023-03-21 08:51:27+00:00,gps,5.33701953125,60.381527500000004,_track.qo,119.72704,0.005827777,0.34383884,17.875,4.46875
dev867648043599644,2023-03-21 08:55:10+00:00,gps,5.33743359375,60.3815925,_track.qo,72.584366,0.10551358,23.529528,21.5625,4.46875
dev867648043599644,2023-03-21 08:55:15+00:00,gps,5.33740234375,60.3815625,_track.qo,203.90573,0.67625755,3.3812878,21.5625,4.46875
dev867648043599644,2023-03-21 08:55:26+00:00,gps,5.33741015625,60.381557500000014,_track.qo,148.00764,0.06396468,0.7036115,21.5625,4.46875
dev867648043599644,2023-03-21 08:56:29+00:00,gps,5.33741796875,60.381557500000014,_track.qo,68.31231,0.004537307,0.28585035,21.5625,4.46875
dev867648043599644,2023-03-21 08:57:27+00:00,gps,5.33742578125,60.3815625,_track.qo,58.68241,0.0052866857,0.30662775,21.5625,4.46875
dev867648043599644,2023-03-21 08:58:28+00:00,gps,5.33742578125,60.3815625,_track.qo,53.435318,0.00637477,0.38886097,21.5625,4.46875
dev867648043599644,2023-03-21 08:59:29+00:00,gps,5.33743359375,60.3815675,_track.qo,42.44261,0.011280423,0.6881058,21.5625,4.46875
dev867648043599644,2023-03-21 09:00:28+00:00,gps,5.33758203125,60.3816375,_track.qo,46.02091,0.1873636,11.054452,17.75,4.4648438
dev867648043599644,2023-03-21 09:01:26+00:00,gps,5.33765234375,60.3816675,_track.qo,47.016815,0.093404256,5.417447,17.75,4.4648438
dev867648043599644,2023-03-21 09:02:25+00:00,gps,5.33766015625,60.3816725,_track.qo,45.957832,0.0063708713,0.3758814,17.75,4.4648438
dev867648043599644,2023-03-21 09:03:28+00:00,gps,5.33766015625,60.3816775,_track.qo,38.954285,0.0065441965,0.41228437,17.75,4.4648438
dev867648043599644,2023-03-21 09:04:26+00:00,gps,5.33775390625,60.3817475,_track.qo,32.493694,0.1667617,9.672178,17.75,4.4648438
dev867648043599644,2023-03-21 09:05:29+00:00,gps,5.33782421875,60.3817925,_track.qo,36.33305,0.09537932,6.0088973,17.25,4.4648438
dev867648043599644,2023-03-21 09:06:27+00:00,gps,5.33782421875,60.3817925,_track.qo,40.804626,0.0033348019,0.19341852,17.25,4.4648438
dev867648043599644,2023-03-21 09:07:29+00:00,gps,5.33782421875,60.3817925,_track.qo,34.760975,0.003420128,0.21204793,17.25,4.4648438
dev867648043599644,2023-03-21 09:08:28+00:00,gps,5.3378320312500005,60.3817975,_track.qo,34.679565,0.0038196766,0.22536092,17.25,4.4648438
dev867648043599644,2023-03-21 09:09:26+00:00,gps,5.3378320312500005,60.3817975,_track.qo,33.805702,0.0047682985,0.27656132,17.25,4.4648438
dev867648043599644,2023-03-21 09:10:29+00:00,gps,5.3378320312500005,60.3818025,_track.qo,30.144,0.0054427017,0.3428902,16.25,4.4609375
dev867648043599644,2023-03-21 09:11:27+00:00,gps,5.33783984375,60.3818025,_track.qo,35.340275,0.0054055233,0.31352037,16.25,4.4609375
dev867648043599644,2023-03-21 09:12:29+00:00,gps,5.33783984375,60.3818075,_track.qo,28.677404,0.006064519,0.37600017,16.25,4.4609375
dev867648043599644,2023-03-21 09:13:28+00:00,gps,5.33784765625,60.3818075,_track.qo,22.992895,0.0067561297,0.39861163,16.25,4.4609375
dev867648043599644,2023-03-21 11:12:20+00:00,gps,5.33891796875,60.3833525,_track.qo,279.87634,0.063859284,14.943073,17.375,4.4257812
dev867648043599644,2023-03-21 11:12:25+00:00,gps,5.33890234375,60.3833475,_track.qo,242.39459,0.26396146,1.3198073,17.375,4.4257812
dev867648043599644,2023-03-21 11:12:30+00:00,gps,5.33887890625,60.383357499999995,_track.qo,319.3603,0.41567567,2.0783782,17.375,4.4257812
dev867648043599644,2023-03-21 11:13:29+00:00,gps,5.33887109375,60.383382499999996,_track.qo,355.96457,0.04345491,2.5638397,17.375,4.4257812
dev867648043599644,2023-03-21 11:14:28+00:00,gps,5.33881640625,60.383382499999996,_track.qo,265.95956,0.05171188,3.0510008,17.375,4.4257812
dev867648043599644,2023-03-21 11:15:26+00:00,gps,5.33879296875,60.383407500000004,_track.qo,333.77246,0.057312194,3.3241072,17.375,4.4257812
dev867648043599644,2023-03-21 11:16:26+00:00,gps,5.33876953125,60.3834225,_track.qo,331.4585,0.03705916,2.2235496,17.375,4.4257812
dev867648043599644,2023-03-21 00:17:29+00:00,gps,5.33876953125,60.383427499999996,_track.qo,346.12042,,0.06490557,13.6875,4.4296875
dev867648043599644,2023-03-21 00:17:29+00:00,gps,5.33876953125,60.383427499999996,_track.qo,,,,13.6875,4.4296875
dev867648043599644,2023-03-21 11:18:27+00:00,gps,5.33876953125,60.3834425,_track.qo,1.4731451,5.3898388e-05,2.1375024,13.6875,4.4296875
dev867648043599644,2023-03-21 11:19:25+00:00,gps,5.33876953125,60.3834475,_track.qo,324.5408,0.0013337616,0.07735818,13.6875,4.4296875
dev867648043599644,2023-03-21 11:20:28+00:00,gps,5.33876953125,60.3834475,_track.qo,330.2208,0.0012879061,0.08113808,13.6875,4.4296875
dev867648043599644,2023-03-21 11:21:25+00:00,gps,5.33876953125,60.3834475,_track.qo,340.84937,0.00127346,0.07258722,13.6875,4.4296875
dev867648043599644,2023-03-21 11:22:28+00:00,gps,5.33873046875,60.3834675,_track.qo,320.64694,0.05025442,3.1660285,12.875,4.421875
dev867648043599644,2023-03-21 11:23:27+00:00,gps,5.33873046875,60.3834675,_track.qo,223.26865,0.0018118045,0.10689647,12.875,4.421875
dev867648043599644,2023-03-21 11:24:25+00:00,gps,5.33873046875,60.3834675,_track.qo,257.3287,0.0002913285,0.016897053,12.875,4.421875
dev867648043599644,2023-03-21 11:25:28+00:00,gps,5.33873046875,60.3834675,_track.qo,279.57147,0.00017691273,0.011145501,12.875,4.421875
dev867648043599644,2023-03-21 11:26:26+00:00,gps,5.33873046875,60.3834675,_track.qo,281.82288,0.00046785633,0.027135666,12.875,4.421875
dev867648043599644,2023-03-21 11:27:29+00:00,gps,5.33873046875,60.3834675,_track.qo,198.23508,0.00027874837,0.017561147,12.75,4.4257812
dev867648043599644,2023-03-21 11:28:27+00:00,gps,5.33873046875,60.3834675,_track.qo,198.23508,0.00010092616,0.005853717,12.75,4.4257812
dev867648043599644,2023-03-21 11:29:26+00:00,gps,5.33873046875,60.3834675,_track.qo,191.1819,0.00016009413,0.009445554,12.75,4.4257812
dev867648043599644,2023-03-21 11:30:29+00:00,gps,5.33871484375,60.3834575,_track.qo,216.39084,0.025360795,1.59773,12.75,4.4257812
dev867648043599644,2023-03-21 11:34:56+00:00,gps,5.33864453125,60.3834425,_track.qo,248.95868,0.0153883025,4.108677,12.25,4.4023438
dev867648043599644,2023-03-21 11:35:02+00:00,gps,5.33869140625,60.3834575,_track.qo,55.406994,0.54403985,3.264239,12.25,4.4023438
dev867648043599644,2023-03-21 11:35:28+00:00,gps,5.33867578125,60.3834475,_track.qo,209.6703,0.06603777,1.7169819,12.25,4.4023438
dev867648043599644,2023-03-21 11:36:26+00:00,gps,5.33867578125,60.3834475,_track.qo,82.56219,0.0009873331,0.05726532,12.25,4.4023438
dev867648043599644,2023-03-21 11:37:25+00:00,gps,5.33867578125,60.3834475,_track.qo,84.07566,0.00060865155,0.03591044,14.4375,4.4023438
dev867648043599644,2023-03-21 11:38:28+00:00,gps,5.33867578125,60.3834475,_track.qo,34.38256,0.00046337472,0.029192608,14.4375,4.4023438
dev867648043599644,2023-03-21 11:39:25+00:00,gps,5.33867578125,60.3834475,_track.qo,345.0987,0.00043737976,0.024930647,14.4375,4.4023438
dev867648043599644,2023-03-21 11:40:29+00:00,gps,5.33868359375,60.3834475,_track.qo,77.3287,0.00052803324,0.033794127,14.4375,4.4023438
dev867648043599644,2023-03-21 11:41:28+00:00,gps,5.33868359375,60.3834475,_track.qo,31.132553,0.00066053204,0.03897139,14.4375,4.4023438
dev867648043599644,2023-03-21 11:42:25+00:00,gps,5.33868359375,60.3834475,_track.qo,45.834686,0.0005599832,0.03191904,12.875,4.4023438
dev867648043599644,2023-03-21 11:43:28+00:00,gps,5.33868359375,60.3834475,_track.qo,92.3175,0.00072747015,0.04583062,12.875,4.4023438
dev867648043599644,2023-03-21 11:44:27+00:00,gps,5.33870703125,60.383452500000004,_track.qo,59.910046,0.027880015,1.644921,12.875,4.4023438
dev867648043599644,2023-03-21 11:45:30+00:00,gps,5.33870703125,60.383452500000004,_track.qo,118.89272,0.00054794207,0.03452035,12.875,4.4023438
dev867648043599644,2023-03-21 11:46:27+00:00,gps,5.33874609375,60.3833925,_track.qo,162.34596,0.12238849,6.976144,12.875,4.4023438
dev867648043599644,2023-03-21 11:47:25+00:00,gps,5.33934765625,60.3835525,_track.qo,62.225807,0.6442158,37.364517,12.75,4.4023438
dev867648043599644,2023-03-21 11:48:28+00:00,gps,5.33951953125,60.3837875,_track.qo,20.147367,0.44227934,27.863598,12.75,4.4023438
dev867648043599644,2023-03-21 11:49:26+00:00,gps,5.33949609375,60.3838425,_track.qo,348.1556,0.1133201,6.5725656,12.75,4.4023438
dev867648043599644,2023-03-21 11:50:29+00:00,gps,5.33938671875,60.38395250000001,_track.qo,333.36182,0.21723798,13.685992,12.75,4.4023438
dev867648043599644,2023-03-21 11:51:27+00:00,gps,5.33933984375,60.38397250000001,_track.qo,310.0262,0.060811125,3.5270452,12.75,4.4023438
dev867648043599644,2023-03-21 11:52:26+00:00,gps,5.3391835937500005,60.3840925,_track.qo,326.358,0.2639986,15.575918,12.1875,4.4023438
dev867648043599644,2023-03-21 11:53:28+00:00,gps,5.33879296875,60.3842975,_track.qo,317.4237,0.5042772,31.265188,12.1875,4.4023438
dev867648043599644,2023-03-21 11:57:21+00:00,gps,5.33891796875,60.3842875,_track.qo,102.196815,0.029553361,6.8859334,16.375,4.4101562
dev867648043599644,2023-03-21 11:57:26+00:00,gps,5.33898046875,60.384282500000005,_track.qo,92.574036,0.7015079,3.5075395,16.375,4.4101562
dev867648043599644,2023-03-21 11:57:32+00:00,gps,5.33895703125,60.3843175,_track.qo,339.7416,0.6828469,4.097081,16.375,4.4101562
dev867648043599644,2023-03-21 11:58:25+00:00,gps,5.33891796875,60.3842975,_track.qo,221.97159,0.061470397,3.2579312,16.375,4.4101562
dev867648043599644,2023-03-21 11:59:25+00:00,gps,5.33883984375,60.384322499999996,_track.qo,304.59357,0.084923424,5.0954056,16.375,4.4101562
dev867648043599644,2023-03-21 12:00:29+00:00,gps,5.33891796875,60.384302500000004,_track.qo,120.625084,0.0761131,4.871238,16.375,4.4101562
dev867648043599644,2023-03-21 12:01:27+00:00,gps,5.33877734375,60.3843575,_track.qo,310.5354,0.17138597,9.940387,16.375,4.4101562
dev867648043599644,2023-03-21 12:02:25+00:00,gps,5.33886328125,60.3842475,_track.qo,158.83575,0.2282988,13.24133,14.3125,4.4140625
dev867648043599644,2023-03-21 12:03:28+00:00,gps,5.33882421875,60.3843425,_track.qo,347.26984,0.17594162,11.084322,14.3125,4.4140625
dev867648043599644,2023-03-21 12:04:26+00:00,gps,5.33871484375,60.3844025,_track.qo,318.8901,0.1528822,8.867167,14.3125,4.4140625
dev867648043599644,2023-03-21 12:05:29+00:00,gps,5.33883984375,60.3844725,_track.qo,42.537357,0.16212699,10.214,14.3125,4.4140625
dev867648043599644,2023-03-21 12:06:28+00:00,gps,5.33921484375,60.3844425,_track.qo,98.98169,0.3514888,20.737839,14.3125,4.4140625
dev867648043599644,2023-03-21 12:07:28+00:00,gps,5.33924609375,60.3844625,_track.qo,41.983677,0.043173105,2.5903864,13.625,4.421875
dev867648043599644,2023-03-21 12:08:27+00:00,gps,5.33928515625,60.3844675,_track.qo,65.96504,0.039023347,2.3023775,13.625,4.421875
dev867648043599644,2023-03-21 12:09:26+00:00,gps,5.33928515625,60.3844725,_track.qo,2.4438415,0.00691671,0.40808588,13.625,4.421875
dev867648043599644,2023-03-21 12:10:27+00:00,gps,5.33932421875,60.384457499999996,_track.qo,121.74741,0.04676899,2.8529084,13.625,4.421875
dev867648043599644,2023-03-21 12:11:25+00:00,gps,5.33937109375,60.3844725,_track.qo,64.31614,0.047920935,2.7794142,13.625,4.421875
dev867648043599644,2023-03-21 12:12:25+00:00,gps,5.33937109375,60.3844675,_track.qo,111.81452,0.0014961517,0.0897691,12.6875,4.4140625
dev867648043599644,2023-03-21 12:13:29+00:00,gps,5.33937890625,60.3844675,_track.qo,107.15437,0.0026507769,0.16964972,12.6875,4.4140625
dev867648043599644,2023-03-21 12:14:28+00:00,gps,5.33937890625,60.3844675,_track.qo,73.18722,0.0035836808,0.21143718,12.6875,4.4140625
dev867648043599644,2023-03-21 12:15:25+00:00,gps,5.33937890625,60.3844725,_track.qo,14.411607,0.0008392369,0.0478365,12.6875,4.4140625
dev867648043599644,2023-03-21 12:19:42+00:00,gps,5.33938671875,60.3844925,_track.qo,,,,13.625,4.3671875
dev867648043599644,2023-03-21 12:19:47+00:00,gps,5.33948046875,60.3844675,_track.qo,118.746,1.1922677,5.961338,13.625,4.3671875
dev867648043599644,2023-03-21 12:20:26+00:00,gps,5.33944921875,60.3844225,_track.qo,198.33334,0.13371058,5.214712,13.625,4.3671875
dev867648043599644,2023-03-21 12:21:29+00:00,gps,5.33941796875,60.3844875,_track.qo,348.5638,0.12002003,7.561262,13.625,4.3671875
dev867648043599644,2023-03-21 12:22:26+00:00,gps,5.33941796875,60.3844875,_track.qo,334.85144,0.0007183566,0.040946323,14.75,4.3671875
dev867648043599644,2023-03-21 12:23:30+00:00,gps,5.33941796875,60.3844875,_track.qo,190.87848,0.0010615285,0.06793782,14.75,4.3671875
dev867648043599644,2023-03-21 12:24:28+00:00,gps,5.33941796875,60.3844925,_track.qo,346.12085,0.0044762376,0.25962177,14.75,4.3554688
dev867648043599644,2023-03-21 12:25:25+00:00,gps,5.33943359375,60.384482500000004,_track.qo,146.04477,0.017403593,0.99200475,14.75,4.3554688
dev867648043599644,2023-03-21 12:26:29+00:00,gps,5.33942578125,60.384482500000004,_track.qo,323.77942,0.0020100363,0.12864232,14.75,4.3554688
dev867648043599644,2023-03-21 12:27:27+00:00,gps,5.33942578125,60.3844875,_track.qo,346.3682,0.0035509048,0.20595248,13.5625,4.3554688
dev867648043599644,2023-03-21 12:28:25+00:00,gps,5.33942578125,60.3844875,_track.qo,355.04498,0.0018281282,0.10603144,13.5625,4.3554688
dev867648043599644,2023-03-21 12:29:28+00:00,gps,5.33942578125,60.3844875,_track.qo,343.8571,0.0021436883,0.13505237,13.5625,4.3515625
dev867648043599644,2023-03-21 12:30:26+00:00,gps,5.33942578125,60.3844875,_track.qo,192.87227,0.0056702932,0.328877,13.5625,4.3515625
dev867648043599644,2023-03-21 12:31:29+00:00,gps,5.33942578125,60.3844875,_track.qo,333.70245,0.004003133,0.25219738,13.5625,4.3515625
dev867648043599644,2023-03-21 12:32:27+00:00,gps,5.33942578125,60.3844925,_track.qo,351.67477,0.00665233,0.38583514,13.75,4.3515625
dev867648043599644,2023-03-21 12:33:26+00:00,gps,5.33942578125,60.3844925,_track.qo,10.582184,0.0026202658,0.15459569,13.75,4.3515625
dev867648043599644,2023-03-21 12:34:25+00:00,gps,5.33942578125,60.3844925,_track.qo,356.7365,0.0008180125,0.048262738,13.75,4.3398438
dev867648043599644,2023-03-21 12:35:27+00:00,gps,5.33942578125,60.3844925,_track.qo,35.80033,0.0013636112,0.08454389,13.75,4.3398438
dev867648043599644,2023-03-21 12:36:25+00:00,gps,5.33942578125,60.3844925,_track.qo,65.62771,0.0011614498,0.06736409,13.75,4.3398438
dev867648043599644,2023-03-21 12:37:27+00:00,gps,5.3394101562500005,60.3844725,_track.qo,199.94327,0.039365932,2.440688,13.5625,4.3398438
dev867648043599644,2023-03-21 12:38:26+00:00,gps,5.33939453125,60.3844725,_track.qo,244.2174,0.013359997,0.78823984,13.5625,4.3398438
dev867648043599644,2023-03-21 12:41:50+00:00,gps,5.3407617187500005,60.3839225,_track.qo,129.10155,0.47303554,96.49925,13.5625,4.328125
dev867648043599644,2023-03-21 12:41:55+00:00,gps,5.34095703125,60.3838625,_track.qo,122.6406,2.547419,12.737096,13.5625,4.328125
dev867648043599644,2023-03-21 12:42:26+00:00,gps,5.34140234375,60.3836425,_track.qo,134.27531,1.1148751,34.561127,16.875,4.328125
dev867648043599644,2023-03-21 12:43:29+00:00,gps,5.34262890625,60.3833025,_track.qo,119.477325,1.2266123,77.27657,16.875,4.328125
dev867648043599644,2023-03-21 12:44:27+00:00,gps,5.34366015625,60.38305750000001,_track.qo,115.71898,1.0811011,62.70386,16.875,4.328125
dev867648043599644,2023-03-21 12:45:25+00:00,gps,5.3445195312500005,60.3825525,_track.qo,139.8561,1.2638379,73.3026,16.875,4.328125
dev867648043599644,2023-03-21 12:46:30+00:00,gps,5.3454179687500005,60.3821675,_track.qo,130.7861,1.0089685,65.582954,16.875,4.3320312
dev867648043599644,2023-03-21 12:47:28+00:00,gps,5.34634765625,60.3818425,_track.qo,125.18375,1.0762386,62.421837,14.875,4.3320312
dev867648043599644,2023-03-21 12:48:26+00:00,gps,5.34735546875,60.3816125,_track.qo,114.74706,1.053865,61.124172,14.875,4.3320312
dev867648043599644,2023-03-21 12:49:29+00:00,gps,5.34862109375,60.381282500000005,_track.qo,117.97046,1.2459081,78.49221,14.875,4.3320312
dev867648043599644,2023-03-21 12:50:27+00:00,gps,5.34923828125,60.3812525,_track.qo,95.77473,0.5871499,34.054695,14.875,4.3320312
dev867648043599644,2023-03-21 12:51:25+00:00,gps,5.34936328125,60.3813175,_track.qo,42.592186,0.17339371,10.056835,14.875,4.3398438
dev867648043599644,2023-03-21 12:52:28+00:00,gps,5.34936328125,60.381322499999996,_track.qo,23.952028,0.008272455,0.52116466,14.3125,4.3398438
dev867648043599644,2023-03-21 12:53:27+00:00,gps,5.34936328125,60.3813575,_track.qo,355.98587,0.067416325,3.9775634,14.3125,4.3398438
dev867648043599644,2023-03-21 12:54:25+00:00,gps,5.34938671875,60.381412499999996,_track.qo,15.167527,0.10646828,6.1751604,14.3125,4.3398438
dev867648043599644,2023-03-21 12:55:27+00:00,gps,5.34942578125,60.3814975,_track.qo,12.496817,0.15948123,9.8878355,14.3125,4.3398438
dev867648043599644,2023-03-21 12:56:25+00:00,gps,5.34943359375,60.381507500000005,_track.qo,14.309995,0.011244719,0.65219367,14.3125,4.34375
dev867648043599644,2023-03-21 12:57:29+00:00,gps,5.34943359375,60.381512500000014,_track.qo,12.496452,0.012368081,0.7915572,13.6875,4.34375
dev867648043599644,2023-03-21 12:58:27+00:00,gps,5.3494414062499995,60.3815175,_track.qo,14.843178,0.0136850225,0.79373133,13.6875,4.34375
dev867648043599644,2023-03-21 12:59:30+00:00,gps,5.3494414062499995,60.381527500000004,_track.qo,17.410145,0.013410618,0.8448689,13.6875,4.34375
dev867648043599644,2023-03-21 13:00:25+00:00,gps,5.34945703125,60.3815425,_track.qo,21.14659,0.038729534,2.1301243,13.6875,4.34375
dev867648043599644,2023-03-21 13:04:41+00:00,gps,5.34942578125,60.381857499999995,_track.qo,357.35785,0.13605437,34.829918,17.8125,4.328125
dev867648043599644,2023-03-21 13:04:46+00:00,gps,5.34938671875,60.3818625,_track.qo,291.4278,0.44945315,2.2472658,17.8125,4.328125
dev867648043599644,2023-03-21 13:05:28+00:00,gps,5.34939453125,60.3818625,_track.qo,94.16289,0.009117705,0.3829436,17.8125,4.328125
dev867648043599644,2023-03-21 13:06:25+00:00,gps,5.34939453125,60.3818675,_track.qo,355.83438,0.0061938586,0.35304993,17.8125,4.328125
dev867648043599644,2023-03-21 13:07:29+00:00,gps,5.34939453125,60.3818725,_track.qo,344.6469,0.005945674,0.38052315,17.8125,4.328125
dev867648043599644,2023-03-21 13:08:28+00:00,gps,5.34938671875,60.3818725,_track.qo,328.53806,0.008506508,0.5018839,17.8125,4.328125
dev867648043599644,2023-03-21 13:09:26+00:00,gps,5.34938671875,60.3818775,_track.qo,331.03897,0.0070117116,0.40667927,14.5,4.328125
dev867648043599644,2023-03-21 13:10:28+00:00,gps,5.34937890625,60.3818825,_track.qo,327.9289,0.007901451,0.48988995,14.5,4.328125
dev867648043599644,2023-03-21 13:11:26+00:00,gps,5.34937109375,60.381887500000005,_track.qo,321.30405,0.011012839,0.6387447,14.5,4.328125
dev867648043599644,2023-03-21 13:12:30+00:00,gps,5.34937109375,60.381887500000005,_track.qo,321.8506,0.007622181,0.48781958,14.5,4.328125
dev867648043599644,2023-03-21 13:13:02+00:00,gps,5.34936328125,60.3818925,_track.qo,,,,14.5,4.328125
dev867648043599644,2023-03-21 13:15:11+00:00,gps,5.34923046875,60.3820025,_track.qo,,,,13.125,4.3398438
dev867648043599644,2023-03-21 13:15:26+00:00,gps,5.34921484375,60.3820125,_track.qo,322.64813,0.09993729,1.4990593,13.125,4.3398438
dev867648043599644,2023-03-21 13:16:29+00:00,gps,5.34921484375,60.3820125,_track.qo,283.52527,0.002138255,0.13471006,13.125,4.3398438
dev867648043599644,2023-03-21 13:17:29+00:00,gps,5.34920703125,60.3820125,_track.qo,305.70084,0.0020113415,0.12068049,13.125,4.3398438
dev867648043599644,2023-03-21 13:18:28+00:00,gps,5.34920703125,60.3820175,_track.qo,311.30704,0.0036165097,0.21337408,13.125,4.3398438
dev867648043599644,2023-03-21 13:19:26+00:00,gps,5.34920703125,60.3820175,_track.qo,311.2573,0.0036340484,0.21077481,13.125,4.3398438
dev867648043599644,2023-03-21 13:20:30+00:00,gps,5.34919921875,60.3820175,_track.qo,326.785,0.0054340637,0.34778008,13.5625,4.3398438
dev867648043599644,2023-03-21 13:21:27+00:00,gps,5.34919921875,60.3820225,_track.qo,327.83008,0.005070138,0.28899786,13.5625,4.3398438
dev867648043599644,2023-03-21 13:22:26+00:00,gps,5.34919140625,60.3820225,_track.qo,331.3096,0.006337867,0.37393415,13.5625,4.3398438
dev867648043599644,2023-03-21 13:23:28+00:00,gps,5.34919140625,60.3820275,_track.qo,328.8281,0.00841936,0.5220003,13.5625,4.3398438
dev867648043599644,2023-03-21 13:27:11+00:00,gps,5.34895703125,60.382152500000004,_track.qo,317.232,0.086059086,19.191177,16.9375,4.3359375
dev867648043599644,2023-03-21 13:27:16+00:00,gps,5.3489179687499995,60.3821475,_track.qo,244.31476,0.383967,1.919835,16.9375,4.3359375
dev867648043599644,2023-03-21 13:27:26+00:00,gps,5.34893359375,60.3821475,_track.qo,99.66994,0.05295871,0.5295871,16.9375,4.3359375
dev867648043599644,2023-03-21 13:28:28+00:00,gps,5.34893359375,60.3821475,_track.qo,280.98047,0.0010985088,0.068107545,16.9375,4.3359375
dev867648043599644,2023-03-21 13:29:28+00:00,gps,5.34892578125,60.3821475,_track.qo,252.02875,0.0021022805,0.12613682,16.9375,4.3359375
dev867648043599644,2023-03-21 13:30:25+00:00,gps,5.34892578125,60.3821475,_track.qo,275.9241,0.0037801955,0.21547115,16.9375,4.3359375
dev867648043599644,2023-03-21 13:31:28+00:00,gps,5.3489179687499995,60.3821475,_track.qo,270.42157,0.003998081,0.2518791,16.9375,4.3359375
